Clm_Count;Exp_weights;SexInsured;Female;VehicleType;NCD;AgeCat;VAgeCat
0;0.837782341;U;0;G;20;0;5
0;0.848733744;U;0;G;0;0;4
0;0.150581793;U;0;G;30;0;4
0;0.980150582;U;0;G;0;0;4
0;0.167008898;U;0;G;20;0;5
0;0.670773443;U;0;G;20;0;4
0;0.670773443;U;0;G;10;0;4
0;0.670773443;U;0;G;20;0;4
1;0.733744011;U;0;G;0;0;4
0;0.670773443;U;0;G;20;0;4
1;0.670773443;U;0;G;20;0;4
0;0.670773443;U;0;G;20;0;4
0;0.585900068;U;0;G;20;0;4
0;0.936344969;U;0;G;10;0;4
0;0.585900068;U;0;G;20;0;4
0;0.585900068;U;0;G;20;0;4
0;0.06844627;U;0;G;20;0;4
0;0.084873374;U;0;G;20;0;4
0;0.427104723;U;0;G;0;0;4
0;0.585900068;U;0;G;10;0;4
0;0.635181383;U;0;G;0;0;5
0;0.585900068;U;0;G;0;0;4
0;0.856947296;U;0;G;0;0;5
0;0.454483231;U;0;G;0;0;5
0;0.334017796;U;0;G;10;0;5
0;0.640657084;U;0;G;0;0;4
0;0.837782341;U;0;G;0;0;4
0;0.334017796;U;0;G;20;0;4
1;0.334017796;U;0;G;10;0;4
0;0.334017796;U;0;G;20;0;4
0;0.837782341;U;0;G;10;0;4
0;0.503764545;U;0;G;20;0;4
0;0.334017796;U;0;G;10;0;4
0;0.837782341;U;0;G;10;0;4
0;0.837782341;U;0;G;20;0;4
0;0.837782341;U;0;G;10;0;4
0;0.511978097;U;0;G;0;0;4
0;0.334017796;U;0;G;20;0;5
0;0.334017796;U;0;G;20;0;4
0;0.334017796;U;0;G;20;0;4
0;0.837782341;U;0;G;20;0;4
0;0.76386037;U;0;G;20;0;4
0;0.251882272;U;0;G;20;0;4
0;0.654346338;U;0;G;10;0;5
0;0.194387406;U;0;G;0;0;4
0;0.982888433;U;0;G;0;0;4
0;0.199863108;U;0;G;20;0;4
0;0.251882272;U;0;G;20;0;4
0;0.251882272;U;0;G;20;0;4
0;0.837782341;U;0;G;20;0;4
0;0.566735113;U;0;G;0;0;4
0;0.120465435;U;0;G;0;0;4
0;0.796714579;U;0;G;0;0;4
0;0.167008898;U;0;G;10;0;4
0;0.670773443;U;0;G;0;0;4
0;0.167008898;U;0;G;20;0;4
0;0.084873374;U;0;G;0;0;4
0;0.084873374;U;0;G;20;0;4
0;0.27652293;U;0;G;0;0;4
0;0.084873374;U;0;G;10;0;5
0;0.90349076;U;0;G;0;0;4
0;0.084873374;U;0;G;0;0;4
0;0.999315537;U;0;G;20;0;4
0;0.484599589;U;0;G;20;0;4
1;0.999315537;U;0;G;20;0;3
0;0.503764545;U;0;G;20;0;4
0;0.41889117;U;0;G;0;0;4
0;0.41889117;U;0;G;10;0;4
0;0.41889117;U;0;G;10;0;4
0;0.914442163;U;0;G;20;0;4
0;0.301163587;U;0;G;10;0;4
0;0.41889117;U;0;G;10;0;4
0;0.235455168;U;0;G;20;0;4
0;0.832306639;U;0;G;10;0;4
0;0.334017796;U;0;G;10;0;4
0;0.837782341;U;0;G;10;0;4
0;0.837782341;U;0;G;0;0;4
0;0.164271047;U;0;G;0;0;4
0;0.334017796;U;0;G;20;0;4
0;0.837782341;U;0;G;10;0;4
0;0.840520192;U;0;G;20;0;4
0;0.837782341;U;0;G;20;0;4
0;0.826830938;U;0;G;10;0;4
0;0.752908967;U;0;G;20;0;4
0;0.752908967;U;0;G;20;0;4
0;0.996577687;U;0;G;0;0;4
0;0.199863108;U;0;G;0;0;4
0;0.750171116;U;0;G;20;0;4
0;0.246406571;U;0;G;0;0;4
0;0.205338809;U;0;G;20;0;4
0;0.227241615;U;0;G;20;0;4
0;0.752908967;U;0;G;0;0;4
0;0.668035592;U;0;G;20;0;4
0;0.670773443;U;0;G;20;0;4
0;0.670773443;U;0;G;20;0;4
0;0.503764545;U;0;G;0;0;4
0;0.134154689;U;0;G;10;0;4
0;0.670773443;U;0;G;20;0;4
0;0.670773443;U;0;G;20;0;4
0;0.585900068;U;0;G;10;0;4
0;0.585900068;U;0;G;20;0;4
0;0.084873374;U;0;G;10;0;4
0;0.572210815;U;0;G;20;0;4
0;0.585900068;U;0;G;20;0;4
0;0.084873374;U;0;G;20;0;4
0;0.503764545;U;0;G;20;0;4
0;0.585900068;U;0;G;10;0;4
0;0.585900068;U;0;G;10;0;4
0;0.585900068;U;0;G;20;0;4
0;0.5229295;U;0;G;20;0;4
0;0.503764545;U;0;G;20;0;4
0;0.476386037;U;0;G;10;0;4
0;0.999315537;U;0;G;10;0;4
0;0.980150582;U;0;G;0;0;4
0;0.503764545;U;0;G;20;0;4
0;0.711841205;U;0;G;0;0;4
0;0.503764545;U;0;G;20;0;4
0;0.55578371;U;0;G;10;0;4
0;0.41889117;U;0;G;20;0;4
0;0.914442163;U;0;G;20;0;4
0;0.509240246;U;0;G;10;0;4
0;0.410677618;U;0;G;20;0;4
0;0.914442163;U;0;G;20;0;4
0;0.41889117;U;0;G;20;0;4
0;0.41889117;U;0;G;20;0;4
0;0.41889117;U;0;G;10;0;4
0;0.125941136;U;0;G;20;0;4
0;0.41889117;U;0;G;20;0;4
0;0.334017796;U;0;G;10;0;4
0;0.999315537;U;0;G;20;0;4
0;0.646132786;U;0;G;0;0;3
0;0.251882272;U;0;G;10;0;4
0;0.251882272;U;0;G;20;0;4
0;0.569472964;U;0;G;0;0;4
0;0.251882272;U;0;G;0;0;4
0;0.761122519;U;0;G;0;0;4
0;0.758384668;U;0;G;0;0;4
0;0.251882272;U;0;G;20;0;4
0;0.41889117;U;0;G;20;0;4
0;0.752908967;U;0;G;0;0;4
0;0.670773443;U;0;G;0;0;5
0;0.752908967;U;0;G;20;0;4
0;0.881587954;U;0;G;0;0;4
1;0.670773443;U;0;G;20;0;4
0;0.106776181;U;0;G;20;0;4
0;0.643394935;U;0;G;0;0;4
0;0.167008898;U;0;G;0;0;4
0;0.161533196;U;0;G;0;0;4
0;0.999315537;U;0;G;10;0;4
0;0.167008898;U;0;G;20;0;4
0;0.084873374;U;0;G;20;0;4
0;0.588637919;U;0;G;0;0;4
0;0.084873374;U;0;G;20;0;4
0;0.906228611;U;0;G;0;0;4
0;0.503764545;U;0;G;20;0;4
0;0.62422998;U;0;G;0;0;4
0;0.503764545;U;0;G;0;0;4
0;0.999315537;U;0;G;20;0;4
0;0.503764545;U;0;G;20;0;4
0;0.41889117;U;0;G;10;0;5
0;0.769336071;U;0;G;20;0;4
0;0.180698152;U;0;G;0;0;4
0;0.914442163;U;0;G;10;0;4
0;0.914442163;U;0;G;0;0;4
0;0.796714579;U;0;G;20;0;4
0;0.988364134;U;0;G;0;0;4
0;0.287474333;U;0;G;20;0;4
0;0.334017796;U;0;G;20;0;4
0;0.985626283;U;0;G;0;0;4
0;0.837782341;U;0;G;20;0;4
0;0.752908967;U;0;G;20;0;4
0;0.043805613;U;0;G;0;0;4
1;0.670773443;U;0;G;10;0;4
0;0.167008898;U;0;G;10;0;4
0;0.169746749;U;0;G;10;0;4
0;0.084873374;U;0;G;0;0;4
0;0.585900068;U;0;G;20;0;4
0;0.585900068;U;0;G;20;0;4
0;0.084873374;U;0;G;10;0;4
0;0.585900068;U;0;G;20;0;4
0;0.503764545;U;0;G;10;0;4
0;0.41889117;U;0;G;20;0;4
0;0.544832307;U;0;G;0;0;4
0;0.334017796;U;0;G;10;0;4
0;0.251882272;U;0;G;20;0;4
0;0.251882272;U;0;G;10;0;4
0;0.167008898;U;0;G;10;0;4
0;0.999315537;U;0;G;20;0;4
0;0.999315537;U;0;G;10;0;4
0;0.169746749;U;0;G;10;0;4
0;0.752908967;U;0;G;10;0;4
0;0.911704312;U;0;G;0;0;4
0;0.167008898;U;0;G;20;0;4
0;0.752908967;U;0;G;10;0;4
0;0.752908967;U;0;G;20;0;4
0;0.167008898;U;0;G;20;0;4
0;0.167008898;U;0;G;10;0;4
0;0.670773443;U;0;G;20;0;4
0;0.251882272;U;0;G;20;0;4
0;0.914442163;U;0;G;10;0;4
0;0.169746749;U;0;G;10;0;4
1;0.251882272;U;0;G;10;0;4
0;0.733744011;U;0;G;0;0;4
0;0.158795346;U;0;G;10;0;4
0;0.670773443;U;0;G;20;0;4
0;0.605065024;U;0;G;0;0;4
0;0.084873374;U;0;G;20;0;4
0;0.635181383;U;0;G;0;0;4
0;0.334017796;U;0;G;20;0;5
1;0.334017796;U;0;G;0;0;4
0;0.41889117;U;0;G;20;0;4
0;0.837782341;U;0;G;20;0;4
0;0.492813142;U;0;G;20;0;4
0;0.914442163;U;0;G;20;0;3
0;0.334017796;U;0;G;20;0;4
0;0.670773443;U;0;G;10;0;4
0;0.41889117;U;0;G;20;0;5
0;0.542094456;U;0;G;20;0;4
0;0.503764545;U;0;G;20;0;4
0;0.41889117;U;0;G;20;0;4
0;0.999315537;U;0;G;10;0;4
0;0.298425736;U;0;G;0;0;4
0;0.054757016;U;0;G;20;0;4
0;0.503764545;U;0;G;20;0;4
0;0.306639288;U;0;G;10;0;4
0;0.167008898;U;0;G;20;0;4
0;0.662559891;U;0;G;0;0;5
0;0.251882272;U;0;G;0;0;4
0;0.161533196;U;0;G;20;0;4
0;0.670773443;U;0;G;10;0;4
0;0.670773443;U;0;G;10;0;4
0;0.120465435;U;0;G;20;0;4
0;0.084873374;U;0;G;20;0;4
0;0.511978097;U;0;G;0;0;4
0;0.057494867;U;0;G;10;0;4
1;0.914442163;U;0;G;20;0;4
0;0.914442163;U;0;G;20;0;4
0;0.361396304;U;0;G;20;0;4
0;0.887063655;U;0;G;20;0;4
0;0.914442163;U;0;G;20;0;3
0;0.996577687;U;0;G;20;0;3
0;0.569472964;U;0;G;20;0;4
0;0.837782341;U;0;G;10;0;3
2;0.837782341;U;0;G;20;0;3
0;0.837782341;U;0;G;20;0;3
0;0.585900068;U;0;G;10;0;3
0;0.120465435;U;0;G;0;0;0
0;0.914442163;U;0;G;20;0;3
0;0.837782341;U;0;G;20;0;3
0;0.914442163;U;0;G;10;0;3
0;0.914442163;U;0;G;20;0;3
0;0.793976728;U;0;G;20;0;3
0;0.76659822;U;0;G;20;0;3
0;0.837782341;U;0;G;20;0;3
1;0.752908967;U;0;G;20;0;3
0;0.640657084;U;0;G;0;0;3
0;0.13963039;U;0;G;20;0;3
0;0.610540726;U;0;G;0;0;3
0;0.585900068;U;0;G;20;0;3
0;0.632443532;U;0;G;20;0;3
0;0.167008898;U;0;G;10;0;3
0;0.484599589;U;0;G;20;0;3
0;0.429842574;U;0;G;0;0;3
0;0.41889117;U;0;G;0;0;3
0;0.41889117;U;0;G;0;0;3
0;0.410677618;U;0;G;20;0;3
0;0.914442163;U;0;G;20;0;3
0;0.41889117;U;0;G;10;0;3
0;0.334017796;U;0;G;20;0;3
0;0.62422998;U;0;G;10;0;3
0;0.334017796;U;0;G;20;0;3
0;0.251882272;U;0;G;20;0;3
0;0.251882272;U;0;G;20;0;3
0;0.273785079;U;0;G;0;0;3
0;0.251882272;U;0;G;10;0;3
0;0.585900068;U;0;G;10;0;3
0;0.503764545;U;0;G;20;0;3
0;0.084873374;U;0;G;20;0;3
0;0.071184121;U;0;G;20;0;3
1;0.914442163;U;0;G;20;0;3
1;0.914442163;U;0;G;20;0;3
0;0.62696783;U;0;G;10;0;3
0;0.251882272;U;0;G;20;0;3
0;0.251882272;U;0;G;10;0;1
2;0.837782341;U;0;G;10;0;3
0;0.911704312;U;0;G;10;0;3
0;0.914442163;U;0;G;20;0;3
0;0.837782341;U;0;G;20;0;3
0;0.632443532;U;0;G;0;0;3
0;0.484599589;U;0;G;20;0;3
0;0.670773443;U;0;G;20;0;3
0;0.585900068;U;0;G;20;0;3
0;0.503764545;U;0;G;10;0;3
0;0.503764545;U;0;G;20;0;3
0;0.41889117;U;0;G;20;0;3
0;0.314852841;U;0;G;0;0;3
0;0.334017796;U;0;G;20;0;3
0;0.334017796;U;0;G;20;0;3
0;0.249144422;U;0;G;20;0;3
0;0.251882272;U;0;G;10;0;3
0;0.670773443;U;0;G;40;0;3
0;0.008213552;U;0;G;10;0;3
0;0.084873374;U;0;G;10;0;3
0;0.084873374;U;0;G;20;0;3
0;0.024640657;U;0;G;0;0;3
0;0.016427105;U;0;G;20;0;3
0;0.084873374;U;0;G;20;0;3
0;0.503764545;U;0;G;20;0;3
0;0.963723477;U;0;G;10;0;3
0;0.402464066;U;0;G;10;0;3
0;0.914442163;U;0;G;0;0;3
0;0.837782341;U;0;G;10;0;3
1;0.752908967;U;0;G;10;0;2
0;0.752908967;U;0;G;10;0;2
1;0.911704312;U;0;G;10;0;3
0;0.668035592;U;0;G;10;0;2
0;0.670773443;U;0;G;20;0;2
0;0.503764545;U;0;G;10;0;2
0;0.161533196;U;0;G;20;0;2
0;0.251882272;U;0;G;20;0;3
0;0.465434634;U;0;G;10;0;2
0;0.914442163;U;0;G;10;0;3
0;0.966461328;U;0;G;40;0;2
0;0.334017796;U;0;G;20;0;3
0;0.388774812;U;0;G;10;0;2
0;0.334017796;U;0;G;10;0;2
0;0.167008898;U;0;G;20;0;2
0;0.752908967;U;0;G;20;0;2
0;1;U;0;G;0;0;1
0;0.084873374;U;0;G;10;0;2
0;0.084873374;U;0;G;0;0;2
0;0.084873374;U;0;G;10;0;2
0;0.914442163;U;0;G;20;0;1
0;0.41889117;U;0;G;40;0;2
0;0.350444901;U;0;G;20;0;2
0;0.881587954;U;0;G;10;0;2
0;0.815879535;U;0;G;20;0;1
0;0.752908967;U;0;G;0;0;3
0;0.637919233;U;0;G;10;0;1
0;0.484599589;U;0;G;20;0;3
0;0.41889117;U;0;G;10;0;1
0;0.41889117;U;0;G;10;0;1
0;0.446269678;U;0;G;10;0;1
0;0.432580424;U;0;G;10;0;1
0;0.449007529;U;0;G;10;0;3
0;0.334017796;U;0;G;40;0;1
0;0.424366872;U;0;G;20;0;1
0;0.334017796;U;0;G;10;0;3
0;0.41889117;U;0;G;10;0;1
1;0.355920602;U;0;G;10;0;1
0;0.317590691;U;0;G;20;0;1
0;0.334017796;U;0;G;10;0;1
0;0.388774812;U;0;G;10;0;1
0;0.251882272;U;0;G;0;0;1
0;0.251882272;U;0;G;10;0;1
0;0.167008898;U;0;G;10;0;1
0;0.167008898;U;0;G;10;0;1
0;0.13963039;U;0;G;20;0;1
0;0.999315537;U;0;G;0;0;1
3;0.999315537;U;0;G;0;0;1
0;0.676249144;U;0;G;0;0;1
1;0.999315537;U;0;G;0;0;1
0;0.10403833;U;0;G;20;0;1
3;0.999315537;U;0;G;0;0;1
0;0.10403833;U;0;G;20;0;1
0;0.251882272;U;0;G;10;0;5
0;0.31211499;U;0;G;20;0;2
0;0.065708419;U;0;G;10;0;1
0;0.251882272;U;0;G;10;0;5
0;0.010951403;U;0;G;0;0;1
0;0.996577687;U;0;G;0;0;1
0;0.911704312;U;0;G;0;0;1
0;0.79945243;U;0;G;20;0;3
1;0.985626283;U;0;G;0;0;1
0;0.977412731;U;0;G;10;0;1
0;0.041067762;U;0;G;20;0;1
0;0.914442163;U;0;G;0;0;1
0;0.906228611;U;0;G;0;0;1
0;0.062970568;U;0;G;0;0;3
1;0.90349076;U;0;G;0;0;1
1;0.873374401;U;0;G;0;0;1
0;0.87063655;U;0;G;0;0;1
0;0.876112252;U;0;G;0;0;0
0;0.837782341;U;0;G;0;0;0
0;0.83504449;U;0;G;0;0;0
0;0.804928131;U;0;G;0;0;0
0;0.837782341;U;0;G;0;0;1
0;0.826830938;U;0;G;0;0;1
0;0.791238878;U;0;G;20;0;0
0;0.807665982;U;0;G;0;0;0
0;0.79945243;U;0;G;0;0;0
0;0.818617385;U;0;G;0;0;0
0;0.796714579;U;0;G;0;0;0
0;0.796714579;U;0;G;0;0;0
0;0.167008898;U;0;G;0;0;3
0;0.769336071;U;0;G;0;0;0
0;0.733744011;U;0;G;10;0;0
0;0.752908967;U;0;G;0;0;1
0;0.747433265;U;0;G;0;0;0
0;0.167008898;U;0;G;20;0;3
0;0.741957563;U;0;G;0;0;0
0;0.703627652;U;0;G;0;0;0
2;0.665297741;U;0;G;0;0;0
0;0.700889802;U;0;G;0;0;0
0;0.670773443;U;0;G;0;0;0
0;0.607802875;U;0;G;0;0;0
0;0.62422998;U;0;G;0;0;0
0;0.585900068;U;0;G;0;0;0
0;0.55578371;U;0;G;0;0;0
0;0.544832307;U;0;G;0;0;0
0;0.528405202;U;0;G;0;0;1
0;0.010951403;U;0;G;0;0;0
0;0.492813142;U;0;G;0;0;0
0;0.503764545;U;0;G;0;0;0
0;0.503764545;U;0;G;20;0;0
0;0.041067762;U;0;G;0;0;0
0;0.449007529;U;0;G;0;0;0
0;0.468172485;U;0;G;10;0;0
0;0.41889117;U;0;G;0;0;0
0;0.41615332;U;0;G;0;0;0
0;0.41889117;U;0;G;0;0;0
0;0.41615332;U;0;G;0;0;0
2;0.394250513;U;0;G;20;0;0
0;0.407939767;U;0;G;0;0;1
0;0.366872006;U;0;G;20;0;0
1;0.917180014;U;0;G;20;0;4
0;0.407939767;U;0;G;0;0;0
0;0.386036961;U;0;G;0;0;0
0;0.386036961;U;0;G;0;0;0
0;0.369609856;U;0;G;20;0;0
0;0.339493498;U;0;G;10;0;0
0;0.334017796;U;0;G;0;0;0
0;0.34770705;U;0;G;20;0;0
0;0.328542095;U;0;G;10;0;0
0;0.334017796;U;0;G;0;0;0
0;0.317590691;U;0;G;20;0;0
0;0.670773443;U;0;G;20;0;3
0;0.27652293;U;0;G;0;0;0
0;0.262833676;U;0;G;0;0;0
0;0.199863108;U;0;G;0;0;0
0;0.205338809;U;0;G;0;0;0
0;0.224503765;U;0;G;20;0;0
1;0.191649555;U;0;G;0;0;0
0;0.180698152;U;0;G;0;0;0
0;0.109514032;U;0;G;0;0;1
0;0.13963039;U;0;G;0;0;5
0;0.125941136;U;0;G;0;0;0
0;0.106776181;U;0;G;0;0;0
0;0.084873374;U;0;G;0;0;0
0;0.084873374;U;0;G;0;0;0
0;0.046543463;U;0;G;20;0;0
0;0.084873374;U;0;G;0;0;0
0;0.084873374;U;0;G;10;0;0
0;0.106776181;U;0;G;0;0;0
0;0.098562628;U;0;G;0;0;0
0;0.071184121;U;0;G;20;0;0
0;0.164271047;U;0;G;10;0;1
0;0.177960301;U;0;G;0;0;0
0;0.177960301;U;0;G;0;0;0
0;0.27652293;U;0;T;10;0;0
0;0.251882272;U;0;P;20;0;4
0;0.084873374;U;0;P;20;0;4
0;0.41889117;U;0;P;20;0;4
0;0.670773443;U;0;P;10;0;4
0;0.251882272;U;0;P;20;0;4
0;0.260095825;U;0;P;0;0;4
0;0.503764545;U;0;P;10;0;4
0;0.334017796;U;0;P;20;0;4
1;0.971937029;U;0;P;10;0;4
0;0.079397673;U;0;P;10;0;4
0;0.585900068;U;0;P;0;0;4
0;0.752908967;U;0;P;10;0;4
0;0.999315537;U;0;P;10;0;5
0;0.334017796;U;0;P;50;0;4
1;0.837782341;U;0;P;20;0;3
0;0.45174538;U;0;P;20;0;3
1;0.084873374;U;0;P;20;0;3
0;0.334017796;U;0;P;20;0;3
0;0.914442163;U;0;P;20;0;3
0;0.41889117;U;0;P;20;0;3
1;0.739219713;U;0;P;20;0;3
1;0.251882272;U;0;P;20;0;3
0;0.670773443;U;0;P;0;0;4
0;0.251882272;U;0;P;20;0;2
0;0.503764545;U;0;P;10;0;1
3;0.602327173;U;0;P;10;0;1
0;0.503764545;U;0;P;10;0;1
0;0.292950034;U;0;P;10;0;4
0;0.31211499;U;0;P;20;0;1
0;0.966461328;U;0;P;0;0;1
0;0.999315537;U;0;P;0;0;1
0;0.167008898;U;0;P;0;0;1
0;0.856947296;U;0;P;50;0;1
0;0.733744011;U;0;P;0;0;1
0;0.301163587;U;0;P;10;0;0
0;0.585900068;U;0;P;0;0;5
0;0.372347707;U;0;P;0;0;5
0;0.287474333;U;0;P;10;0;5
0;0.251882272;U;0;P;20;0;5
0;0.249144422;U;0;P;10;0;5
0;0.503764545;U;0;P;10;0;4
0;0.41889117;U;0;P;20;0;4
0;0.41889117;U;0;P;10;0;4
0;0.999315537;U;0;P;10;0;2
0;0.334017796;U;0;P;20;0;4
0;0.914442163;U;0;P;20;0;3
0;0.585900068;U;0;P;0;0;1
1;0.914442163;U;0;P;0;0;2
0;0.350444901;U;0;P;0;0;2
0;0.602327173;U;0;P;0;0;1
0;0.665297741;U;0;P;0;0;0
0;0.539356605;U;0;P;0;0;0
0;0.558521561;U;0;P;0;0;1
0;0.873374401;U;0;P;0;0;1
0;0.334017796;U;0;P;10;0;5
0;0.334017796;U;0;P;20;0;4
0;0.202600958;U;0;P;0;0;6
0;0.492813142;U;0;P;0;0;4
0;0.344969199;U;0;P;20;0;4
0;0.550308008;U;0;P;20;0;4
0;0.561259411;U;0;P;0;0;4
0;0.999315537;U;0;P;20;0;4
0;0.999315537;U;0;P;20;0;4
0;0.999315537;U;0;P;20;0;4
0;0.585900068;U;0;P;0;0;3
0;0.334017796;U;0;P;20;0;3
0;0.334017796;U;0;P;20;0;3
0;0.41889117;U;0;P;20;0;3
0;0.470910335;U;0;P;20;0;3
0;0.394250513;U;0;P;20;0;4
0;0.813141684;U;0;P;10;0;3
0;0.186173854;U;0;P;0;0;0
0;0.503764545;U;0;P;20;0;5
0;0.251882272;U;0;P;20;0;3
1;0.837782341;U;0;P;0;0;3
0;0.503764545;U;0;P;20;0;5
0;0.741957563;U;0;P;20;0;4
0;0.334017796;U;0;P;0;0;3
0;0.65982204;U;0;P;0;0;3
1;0.837782341;U;0;P;0;0;3
0;0.585900068;U;0;P;0;0;3
0;0.884325804;U;0;P;0;0;3
0;0.167008898;U;0;P;20;0;3
0;0.895277207;U;0;P;0;0;3
0;0.599589322;U;0;P;0;0;3
0;0.167008898;U;0;P;20;0;3
0;0.156057495;U;0;Q;10;0;6
0;0.334017796;U;0;Q;30;0;4
0;0.251882272;U;0;Q;10;0;4
0;0.251882272;U;0;Q;40;0;4
0;0.229979466;U;0;Q;40;0;4
1;0.752908967;U;0;Q;20;0;4
0;0.752908967;U;0;Q;20;0;4
0;0.752908967;U;0;Q;40;0;4
0;0.914442163;U;0;Q;50;0;4
0;0.813141684;U;0;Q;40;0;4
0;0.714579055;U;0;Q;30;0;4
0;0.670773443;U;0;Q;20;0;4
0;0.205338809;U;0;Q;50;0;4
0;0.084873374;U;0;Q;50;0;4
0;0.320328542;U;0;Q;0;0;4
0;0.550308008;U;0;Q;40;0;4
0;0.837782341;U;0;Q;40;0;4
0;0.084873374;U;0;Q;10;0;4
0;0.999315537;U;0;Q;50;0;4
0;0.503764545;U;0;Q;40;0;4
0;0.665297741;U;0;Q;0;0;4
0;0.914442163;U;0;Q;50;0;4
0;0.837782341;U;0;Q;10;0;4
0;0.752908967;U;0;Q;50;0;4
0;0.706365503;U;0;Q;50;0;4
0;0.084873374;U;0;Q;10;0;4
0;0.375085558;U;0;Q;0;0;4
0;0.802190281;U;0;Q;10;0;4
1;0.999315537;U;0;Q;20;0;4
0;0.334017796;U;0;Q;30;0;4
0;0.914442163;U;0;Q;50;0;4
0;0.914442163;U;0;Q;40;0;4
0;0.334017796;U;0;Q;20;0;4
0;0.334017796;U;0;Q;30;0;4
0;0.621492129;U;0;Q;10;0;4
0;0.90349076;U;0;Q;0;0;4
0;0.079397673;U;0;Q;50;0;4
0;0.585900068;U;0;Q;20;0;4
0;0.585900068;U;0;Q;20;0;4
0;0.084873374;U;0;Q;10;0;4
0;0.41889117;U;0;Q;50;0;4
0;0.386036961;U;0;Q;50;0;4
0;0.41889117;U;0;Q;50;0;4
0;0.334017796;U;0;Q;40;0;4
0;0.31211499;U;0;Q;50;0;4
0;0.692676249;U;0;Q;0;0;4
0;0.670773443;U;0;Q;50;0;4
0;0.777549624;U;0;Q;0;0;4
0;0.999315537;U;0;Q;20;0;4
0;0.774811773;U;0;Q;0;0;4
1;0.309377139;U;0;Q;0;0;4
0;0.854209446;U;0;Q;0;0;4
0;0.531143053;U;0;Q;0;0;4
0;0.966461328;U;0;Q;0;0;4
0;0.503764545;U;0;Q;20;0;4
0;0.93908282;U;0;Q;50;0;4
0;0.914442163;U;0;Q;30;0;4
0;0.109514032;U;0;Q;0;0;4
0;0.752908967;U;0;Q;50;0;4
0;0.465434634;U;0;Q;30;0;4
0;0.377823409;U;0;Q;0;0;4
0;0.503764545;U;0;Q;20;0;4
0;0.334017796;U;0;Q;30;0;4
0;0.005475702;U;0;Q;0;0;4
2;0.334017796;U;0;Q;20;0;4
0;0.76659822;U;0;Q;30;0;4
0;0.334017796;U;0;Q;40;0;4
0;0.298425736;U;0;Q;50;0;4
1;0.298425736;U;0;Q;50;0;4
0;0.251882272;U;0;Q;50;0;4
0;0.167008898;U;0;Q;10;0;4
0;0.657084189;U;0;Q;50;0;4
0;0.720054757;U;0;Q;0;0;4
0;0.084873374;U;0;Q;50;0;4
0;0.120465435;U;0;Q;20;0;4
0;0.585900068;U;0;Q;20;0;4
0;0.010951403;U;0;Q;0;0;4
0;0.41615332;U;0;Q;0;0;4
0;0.585900068;U;0;Q;40;0;4
0;0.999315537;U;0;Q;10;0;4
0;0.999315537;U;0;Q;10;0;4
1;0.914442163;U;0;Q;50;0;4
0;0.334017796;U;0;Q;50;0;3
0;0.752908967;U;0;Q;0;0;4
0;0.585900068;U;0;Q;50;0;3
0;0.580424367;U;0;Q;0;0;3
0;0.484599589;U;0;Q;0;0;3
0;0.41889117;U;0;Q;40;0;3
0;0.41615332;U;0;Q;20;0;3
0;0.999315537;U;0;Q;10;0;3
0;0.235455168;U;0;Q;20;0;3
0;0.41889117;U;0;Q;50;0;3
0;0.670773443;U;0;Q;50;0;4
0;0.084873374;U;0;Q;30;0;3
0;0.084873374;U;0;Q;20;0;3
0;0.585900068;U;0;Q;10;0;3
0;0.405201917;U;0;Q;0;0;4
1;0.585900068;U;0;Q;30;0;3
0;0.167008898;U;0;Q;0;0;3
0;0.585900068;U;0;Q;20;0;3
0;0.503764545;U;0;Q;50;0;3
0;0.985626283;U;0;Q;10;0;3
0;0.517453799;U;0;Q;40;0;3
0;0.03559206;U;0;Q;50;0;3
0;0.613278576;U;0;Q;10;0;3
0;0.996577687;U;0;Q;10;0;3
0;0.670773443;U;0;Q;40;0;3
0;0.325804244;U;0;Q;50;0;3
0;1;U;0;Q;0;0;3
0;0.876112252;U;0;Q;0;0;3
0;0.752908967;U;0;Q;0;0;3
0;0.752908967;U;0;Q;10;0;3
0;0.752908967;U;0;Q;50;0;3
0;0.640657084;U;0;Q;0;0;3
0;0.999315537;U;0;Q;30;0;3
0;0.585900068;U;0;Q;30;0;3
0;0.438056126;U;0;Q;0;0;3
0;0.41889117;U;0;Q;10;0;3
0;0.503764545;U;0;Q;10;0;3
1;0.41889117;U;0;Q;20;0;3
0;0.41889117;U;0;Q;40;0;3
0;0.167008898;U;0;Q;0;0;3
0;0.840520192;U;0;Q;30;0;3
0;0.752908967;U;0;Q;20;0;3
0;0.251882272;U;0;Q;0;0;3
0;0.999315537;U;0;Q;40;0;3
0;0.167008898;U;0;Q;20;0;3
0;0.402464066;U;0;Q;10;0;3
0;0.084873374;U;0;Q;50;0;3
0;0.407939767;U;0;Q;0;0;3
0;0.295687885;U;0;Q;40;0;3
0;0.700889802;U;0;Q;40;0;3
0;0.999315537;U;0;Q;10;0;3
0;0.503764545;U;0;Q;30;0;3
0;0.955509925;U;0;Q;30;0;3
1;0.914442163;U;0;Q;0;0;3
0;0.084873374;U;0;Q;40;0;3
0;0.914442163;U;0;Q;50;0;3
0;0.752908967;U;0;Q;10;0;3
0;0.744695414;U;0;Q;30;0;3
0;0.736481862;U;0;Q;10;0;3
0;0.167008898;U;0;Q;50;0;3
0;0.752908967;U;0;Q;10;0;3
0;0.454483231;U;0;Q;20;0;3
